asset_id,category,family,piece,scope,priority,status,art_missing,current_art,implemented_in,requirement_id,notes
card-wound-sw5,card,Serious wound cards,Shattered Hand,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw20,card,Serious wound cards,Spinal Injury,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw6,card,Serious wound cards,Sprained Ankle,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw26,card,Serious wound cards,Torn Ligament,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw15,card,Serious wound cards,Torn Muscle,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw12,card,Serious wound cards,Weak Spot,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
req-card-wound-active,card,Serious wound cards,active,base-game,high,missing,yes,,,card-wound,No game-facing card artwork exists for this family.
req-card-wound-body-location,card,Serious wound cards,body-location,base-game,high,missing,yes,,,card-wound,No game-facing card artwork exists for this family.
req-card-wound-card-back,card,Serious wound cards,card-back,base-game,high,missing,yes,,,card-wound,No game-facing card artwork exists for this family.
req-card-wound-treated,card,Serious wound cards,treated,base-game,high,missing,yes,,,card-wound,No game-facing card artwork exists for this family.
card-starting-automaticShotgun,card,Starting item cards,Automatic Shotgun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-starting-item,Category frame exists; unique item illustration is missing.
card-starting-medpackStarter,card,Starting item cards,Medpack,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-starting-item,Category frame exists; unique item illustration is missing.
card-starting-tacticalHatchet,card,Starting item cards,Tactical Hatchet,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-starting-item,Category frame exists; unique item illustration is missing.
req-card-starting-item-equipment,card,Starting item cards,equipment,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Functional category frame; unique item illustration is missing.
req-card-starting-item-heavy,card,Starting item cards,heavy,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Functional category frame; unique item illustration is missing.
card-starting-officerPistol,card,Starting item cards,officerPistol,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Category frame exists; unique item illustration is missing.
req-card-starting-item-one-use,card,Starting item cards,one-use,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Functional category frame; unique item illustration is missing.
card-starting-reconScanner,card,Starting item cards,reconScanner,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Category frame exists; unique item illustration is missing.
req-card-starting-item-tactical-belt,card,Starting item cards,tactical-belt,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Functional category frame; unique item illustration is missing.
req-card-starting-item-weapon,card,Starting item cards,weapon,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-starting-item,Functional category frame; unique item illustration is missing.
card-item-yellow_gen_5,card,Yellow item cards,Ammo Belt,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_18,card,Yellow item cards,Bolt Cutters,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_10,card,Yellow item cards,Breach Charge,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_2,card,Yellow item cards,Crowbar,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_14,card,Yellow item cards,Data Link,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-ductTape,card,Yellow item cards,Duct Tape,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_19,card,Yellow item cards,Fire Extinguisher,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_6,card,Yellow item cards,Grenade Pouch,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_8,card,Yellow item cards,Hazmat Suit,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-heavyArmor,card,Yellow item cards,Heavy Armor,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_20,card,Yellow item cards,Insulated Suit,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_4,card,Yellow item cards,Med Kit Carrier,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_12,card,Yellow item cards,Motion Detector,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_15,card,Yellow item cards,Override Key,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-perimeterSecurityDevice,card,Yellow item cards,Perimeter Security Device,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_16,card,Yellow item cards,Power Drill,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_21,card,Yellow item cards,Pressure Suit,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_22,card,Yellow item cards,Reinforced Boots,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_9,card,Yellow item cards,Reinforced Gloves,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_3,card,Yellow item cards,Repair Kit,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-serverRobot,card,Yellow item cards,Server Robot,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_13,card,Yellow item cards,Signal Booster,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_17,card,Yellow item cards,Sledgehammer,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_24,card,Yellow item cards,Spare Parts,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-technicalRobot,card,Yellow item cards,Technical Robot,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_11,card,Yellow item cards,Thermal Goggles,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_0,card,Yellow item cards,Tool Kit,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_23,card,Yellow item cards,Traction Cleats,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_7,card,Yellow item cards,Utility Belt,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
card-item-yellow_gen_1,card,Yellow item cards,Welding Torch,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Category frame exists; unique item illustration is missing.
req-card-item-yellow-card-back,card,Yellow item cards,card-back,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Functional category frame; unique item illustration is missing.
req-card-item-yellow-card-front,card,Yellow item cards,card-front,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Functional category frame; unique item illustration is missing.
req-card-item-yellow-equipment,card,Yellow item cards,equipment,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Functional category frame; unique item illustration is missing.
req-card-item-yellow-one-use,card,Yellow item cards,one-use,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Functional category frame; unique item illustration is missing.
req-card-item-yellow-tactical-belt,card,Yellow item cards,tactical-belt,base-game,critical,template-only,yes,../../assets/generated/cards/yellow-item.svg,../../js/ui.js,card-item-yellow,Functional category frame; unique item illustration is missing.
req-char-bioexpert-action-card-frame,character,Bioenhancement Expert,action-card-frame,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-bioexpert-dashboard,character,Bioenhancement Expert,dashboard,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-bioexpert-full-body,character,Bioenhancement Expert,full-body,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-bioexpert-model-turnaround,character,Bioenhancement Expert,model-turnaround,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-bioexpert-portrait,character,Bioenhancement Expert,portrait,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-bioexpert-tactical-token,character,Bioenhancement Expert,tactical-token,base-game,critical,missing,yes,,,char-bioexpert,Not represented in current game data or generated roster.
req-char-state-active,character,Character tactical states,active,base-game,critical,complete,no,../../js/render.js,../../js/render.js,char-state,Rendered with selection/active rings.
req-char-state-dead,character,Character tactical states,dead,base-game,critical,partial,partial,../../js/render.js;../../js/ui.js,../../js/render.js;../../js/ui.js,char-state,State is text/color-redundant; dedicated variant art is missing.
req-char-state-disconnected,character,Character tactical states,disconnected,base-game,critical,partial,partial,../../js/render.js;../../js/ui.js,../../js/render.js;../../js/ui.js,char-state,State is text/color-redundant; dedicated variant art is missing.
req-char-state-escaped,character,Character tactical states,escaped,base-game,critical,partial,partial,../../js/render.js;../../js/ui.js,../../js/render.js;../../js/ui.js,char-state,State is text/color-redundant; dedicated variant art is missing.
req-char-state-heavily-injured,character,Character tactical states,heavily-injured,base-game,critical,partial,partial,../../js/render.js;../../js/ui.js,../../js/render.js;../../js/ui.js,char-state,State is text/color-redundant; dedicated variant art is missing.
req-char-state-hidden,character,Character tactical states,hidden,base-game,critical,missing,yes,,,char-state,Dedicated state treatment is missing.
req-char-state-injured,character,Character tactical states,injured,base-game,critical,partial,partial,../../js/render.js;../../js/ui.js,../../js/render.js;../../js/ui.js,char-state,State is text/color-redundant; dedicated variant art is missing.
req-char-state-moved,character,Character tactical states,moved,base-game,critical,missing,yes,,,char-state,Dedicated state treatment is missing.
req-char-state-selected,character,Character tactical states,selected,base-game,critical,complete,no,../../js/render.js,../../js/render.js,char-state,Rendered with selection/active rings.
req-char-engineer-action-card-frame,character,Combat Engineer,action-card-frame,base-game,critical,template-only,yes,../../assets/generated/cards/action.svg,../../js/ui.js,char-engineer,Shared functional frame; unique class treatment is missing.
req-char-engineer-dashboard,character,Combat Engineer,dashboard,base-game,critical,partial,partial,../../assets/generated/characters/combatEngineer.svg,../../js/ui.js;../../css/style.css,char-engineer,Functional dashboard uses the portrait; unique dashboard scene is not authored.
req-char-engineer-full-body,character,Combat Engineer,full-body,base-game,critical,missing,yes,,,char-engineer,Unique authored character art is required.
req-char-engineer-model-turnaround,character,Combat Engineer,model-turnaround,base-game,critical,missing,yes,,,char-engineer,Unique authored character art is required.
game-char-combatEngineer-portrait,character,Combat Engineer,portrait,base-game,critical,complete,no,../../assets/generated/characters/combatEngineer.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-engineer-portrait,character,Combat Engineer,portrait,base-game,critical,complete,no,../../assets/generated/characters/combatEngineer.svg,../../js/render.js;../../js/ui.js,char-engineer,Original class-coded vector asset.
game-char-combatEngineer-tactical-token,character,Combat Engineer,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/combatEngineer.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-engineer-tactical-token,character,Combat Engineer,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/combatEngineer.svg,../../js/render.js;../../js/ui.js,char-engineer,Original class-coded vector asset.
game-char-contractor-portrait,character,Contractor,portrait,base-game,critical,complete,no,../../assets/generated/characters/contractor.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
game-char-contractor-tactical-token,character,Contractor,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/contractor.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
game-char-heavyGunOperator-portrait,character,Heavy Gun Operator,portrait,base-game,critical,complete,no,../../assets/generated/characters/heavyGunOperator.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
game-char-heavyGunOperator-tactical-token,character,Heavy Gun Operator,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/heavyGunOperator.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-heavy-gunner-action-card-frame,character,Heavy Gunner,action-card-frame,base-game,critical,template-only,yes,../../assets/generated/cards/action.svg,../../js/ui.js,char-heavy-gunner,Shared functional frame; unique class treatment is missing.
req-char-heavy-gunner-dashboard,character,Heavy Gunner,dashboard,base-game,critical,partial,partial,../../assets/generated/characters/heavyGunOperator.svg,../../js/ui.js;../../css/style.css,char-heavy-gunner,Functional dashboard uses the portrait; unique dashboard scene is not authored.
req-char-heavy-gunner-full-body,character,Heavy Gunner,full-body,base-game,critical,missing,yes,,,char-heavy-gunner,Unique authored character art is required.
req-char-heavy-gunner-model-turnaround,character,Heavy Gunner,model-turnaround,base-game,critical,missing,yes,,,char-heavy-gunner,Unique authored character art is required.
req-char-heavy-gunner-portrait,character,Heavy Gunner,portrait,base-game,critical,complete,no,../../assets/generated/characters/heavyGunOperator.svg,../../js/render.js;../../js/ui.js,char-heavy-gunner,Original class-coded vector asset.
req-char-heavy-gunner-tactical-token,character,Heavy Gunner,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/heavyGunOperator.svg,../../js/render.js;../../js/ui.js,char-heavy-gunner,Original class-coded vector asset.
req-char-legacy-action-card-frame,character,Legacy and stretch-goal characters,action-card-frame,future,future,deferred,deferred,,,char-legacy,Not in current base-game scope.
req-char-legacy-dashboard,character,Legacy and stretch-goal characters,dashboard,future,future,deferred,deferred,,,char-legacy,Not in current base-game scope.
req-char-legacy-portrait,character,Legacy and stretch-goal characters,portrait,future,future,deferred,deferred,,,char-legacy,Not in current base-game scope.
req-char-legacy-tactical-token,character,Legacy and stretch-goal characters,tactical-token,future,future,deferred,deferred,,,char-legacy,Not in current base-game scope.
req-char-medic-action-card-frame,character,Medical Support,action-card-frame,base-game,critical,template-only,yes,../../assets/generated/cards/action.svg,../../js/ui.js,char-medic,Shared functional frame; unique class treatment is missing.
req-char-medic-dashboard,character,Medical Support,dashboard,base-game,critical,partial,partial,../../assets/generated/characters/medicalSupport.svg,../../js/ui.js;../../css/style.css,char-medic,Functional dashboard uses the portrait; unique dashboard scene is not authored.
req-char-medic-full-body,character,Medical Support,full-body,base-game,critical,missing,yes,,,char-medic,Unique authored character art is required.
req-char-medic-model-turnaround,character,Medical Support,model-turnaround,base-game,critical,missing,yes,,,char-medic,Unique authored character art is required.
game-char-medicalSupport-portrait,character,Medical Support,portrait,base-game,critical,complete,no,../../assets/generated/characters/medicalSupport.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-medic-portrait,character,Medical Support,portrait,base-game,critical,complete,no,../../assets/generated/characters/medicalSupport.svg,../../js/render.js;../../js/ui.js,char-medic,Original class-coded vector asset.
game-char-medicalSupport-tactical-token,character,Medical Support,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/medicalSupport.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-medic-tactical-token,character,Medical Support,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/medicalSupport.svg,../../js/render.js;../../js/ui.js,char-medic,Original class-coded vector asset.
req-char-officer-action-card-frame,character,Officer,action-card-frame,base-game,critical,template-only,yes,../../assets/generated/cards/action.svg,../../js/ui.js,char-officer,Shared functional frame; unique class treatment is missing.
req-char-officer-dashboard,character,Officer,dashboard,base-game,critical,partial,partial,../../assets/generated/characters/officer.svg,../../js/ui.js;../../css/style.css,char-officer,Functional dashboard uses the portrait; unique dashboard scene is not authored.
req-char-officer-full-body,character,Officer,full-body,base-game,critical,missing,yes,,,char-officer,Unique authored character art is required.
req-char-officer-model-turnaround,character,Officer,model-turnaround,base-game,critical,missing,yes,,,char-officer,Unique authored character art is required.
game-char-officer-portrait,character,Officer,portrait,base-game,critical,complete,no,../../assets/generated/characters/officer.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-officer-portrait,character,Officer,portrait,base-game,critical,complete,no,../../assets/generated/characters/officer.svg,../../js/render.js;../../js/ui.js,char-officer,Original class-coded vector asset.
game-char-officer-tactical-token,character,Officer,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/officer.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-officer-tactical-token,character,Officer,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/officer.svg,../../js/render.js;../../js/ui.js,char-officer,Original class-coded vector asset.
req-player-color-blue,character,Player identity colors,blue,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../css/style.css,player-color,Semantic color mapping with text/icon redundancy.
req-player-color-green,character,Player identity colors,green,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../css/style.css,player-color,Semantic color mapping with text/icon redundancy.
req-player-color-purple,character,Player identity colors,purple,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../css/style.css,player-color,Semantic color mapping with text/icon redundancy.
req-player-color-red,character,Player identity colors,red,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../css/style.css,player-color,Semantic color mapping with text/icon redundancy.
req-player-color-yellow,character,Player identity colors,yellow,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../css/style.css,player-color,Semantic color mapping with text/icon redundancy.
req-char-recon-action-card-frame,character,Recon,action-card-frame,base-game,critical,template-only,yes,../../assets/generated/cards/action.svg,../../js/ui.js,char-recon,Shared functional frame; unique class treatment is missing.
req-char-recon-dashboard,character,Recon,dashboard,base-game,critical,partial,partial,../../assets/generated/characters/recon.svg,../../js/ui.js;../../css/style.css,char-recon,Functional dashboard uses the portrait; unique dashboard scene is not authored.
req-char-recon-full-body,character,Recon,full-body,base-game,critical,missing,yes,,,char-recon,Unique authored character art is required.
req-char-recon-model-turnaround,character,Recon,model-turnaround,base-game,critical,missing,yes,,,char-recon,Unique authored character art is required.
game-char-recon-portrait,character,Recon,portrait,base-game,critical,complete,no,../../assets/generated/characters/recon.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-recon-portrait,character,Recon,portrait,base-game,critical,complete,no,../../assets/generated/characters/recon.svg,../../js/render.js;../../js/ui.js,char-recon,Original class-coded vector asset.
game-char-recon-tactical-token,character,Recon,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/recon.svg,../../js/render.js;../../js/ui.js,game-data-character,Concrete current-roster asset.
req-char-recon-tactical-token,character,Recon,tactical-token,base-game,critical,complete,no,../../assets/generated/characters/recon.svg,../../js/render.js;../../js/ui.js,char-recon,Original class-coded vector asset.
req-char-sharpshooter-action-card-frame,character,Sharpshooter,action-card-frame,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-sharpshooter-dashboard,character,Sharpshooter,dashboard,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-sharpshooter-full-body,character,Sharpshooter,full-body,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-sharpshooter-model-turnaround,character,Sharpshooter,model-turnaround,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-sharpshooter-portrait,character,Sharpshooter,portrait,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-sharpshooter-tactical-token,character,Sharpshooter,tactical-token,future,future,deferred,deferred,,,char-sharpshooter,Not in current base-game scope.
req-char-uav-action-card-frame,character,UAV Operator,action-card-frame,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-dashboard,character,UAV Operator,dashboard,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-drone,character,UAV Operator,drone,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-full-body,character,UAV Operator,full-body,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-model-turnaround,character,UAV Operator,model-turnaround,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-portrait,character,UAV Operator,portrait,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-char-uav-tactical-token,character,UAV Operator,tactical-token,future,future,deferred,deferred,,,char-uav,Not in current base-game scope.
req-dashboard-character-ammo,dashboard,Character dashboard,ammo,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-backpack,dashboard,Character dashboard,backpack,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-hand-slots,dashboard,Character dashboard,hand-slots,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-health-track,dashboard,Character dashboard,health-track,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-oxygen,dashboard,Character dashboard,oxygen,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-portrait,dashboard,Character dashboard,portrait,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-tactical-belt,dashboard,Character dashboard,tactical-belt,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-character-wounds,dashboard,Character dashboard,wounds,base-game,critical,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-character,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-lander,dashboard,Shared mission/board dashboard,lander,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-life-support,dashboard,Shared mission/board dashboard,life-support,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-objectives,dashboard,Shared mission/board dashboard,objectives,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-phase,dashboard,Shared mission/board dashboard,phase,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-reactor,dashboard,Shared mission/board dashboard,reactor,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dashboard-team-round,dashboard,Shared mission/board dashboard,round,base-game,high,partial,partial,../../js/ui.js;../../css/style.css,../../js/ui.js;../../css/style.css,dashboard-team,Functional responsive dashboard; unique illustrated surface variants remain.
req-dice-combat-all-faces,dice,Combat dice,all faces,base-game,critical,missing,yes,,,dice-combat,Dedicated die-face and animation art is missing.
req-dice-combat-hit,dice,Combat dice,hit,base-game,critical,missing,yes,,,dice-combat,Dedicated die-face and animation art is missing.
req-dice-combat-miss,dice,Combat dice,miss,base-game,critical,missing,yes,,,dice-combat,Dedicated die-face and animation art is missing.
req-dice-combat-roll-animation,dice,Combat dice,roll-animation,base-game,critical,missing,yes,,,dice-combat,Dedicated die-face and animation art is missing.
req-dice-combat-special,dice,Combat dice,special,base-game,critical,missing,yes,,,dice-combat,Dedicated die-face and animation art is missing.
req-dice-noise-all-faces,dice,Noise die,all faces,base-game,critical,missing,yes,,,dice-noise,Dedicated die-face and animation art is missing.
req-dice-noise-roll-animation,dice,Noise die,roll-animation,base-game,critical,missing,yes,,,dice-noise,Dedicated die-face and animation art is missing.
req-corpses-body-token,entity,Corpses and casualties,body-token,base-game,medium,missing,yes,,,corpses,No current production art is linked.
req-corpses-intruder-corpses,entity,Corpses and casualties,intruder-corpses,base-game,medium,missing,yes,,,corpses,No current production art is linked.
req-corpses-marine-corpses,entity,Corpses and casualties,marine-corpses,base-game,medium,missing,yes,,,corpses,No current production art is linked.
req-intruder-eggs-destroyed-nest,entity,Eggs and Nest,destroyed-nest,base-game,high,missing,yes,,,intruder-eggs,No current production art is linked.
req-intruder-eggs-egg-model,entity,Eggs and Nest,egg-model,base-game,high,missing,yes,,,intruder-eggs,No current production art is linked.
req-intruder-eggs-egg-token,entity,Eggs and Nest,egg-token,base-game,high,missing,yes,,,intruder-eggs,No current production art is linked.
req-intruder-eggs-nest-damage,entity,Eggs and Nest,nest-damage,base-game,high,missing,yes,,,intruder-eggs,No current production art is linked.
req-intruder-eggs-nest-room,entity,Eggs and Nest,nest-room,base-game,high,complete,no,../../assets/generated/rooms/nest.svg,../../js/render.js,intruder-eggs,Original Nest room plate.
req-insider-character,entity,Insider,character,future,future,deferred,deferred,,,insider,Not in current base-game scope.
req-insider-iconography,entity,Insider,iconography,future,future,deferred,deferred,,,insider,Not in current base-game scope.
